index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,4,1401,99.2913,3.88873,34.8,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.888731396172927,0.46988005254952114,0.12083119266400116,0.02
1,NR_025514.1,1,1518,492,1508,99.3412,466.6,32.7,32.6,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,466.6001317523057,78.98122006219126,0.16926960514472889,3.04
2,NR_025518.1,1,1494,2,1457,97.5234,1.93106,35.7,41.5,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1.931057563587684,0.3372252007840797,0.17463239167120106,0.01
3,NR_025525.1,1,1475,5,1440,97.6271,4.79661,35.4,56.6,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,4.796610169491525,0.8163511419819467,0.17019334762167795,0.03
4,NR_025567.1,1,1498,54,1475,98.4646,51.518,34.9,11.6,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,51.518024032042725,9.182107075969228,0.17823096379353023,0.33
5,NR_025569.1,1,1494,1,1389,92.9719,0.929719,17.5,9.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.929718875502008,0.25562020271741026,0.2749435441755298,0.01
6,NR_025796.1,1,1435,6,1360,94.7735,5.39791,30.4,1.67,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,5.397909407665505,1.4740008671140525,0.27306884124821396,0.04
7,NR_025934.1,1,1470,1,1406,95.6463,0.956463,24.4,60.0,2718,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,0.9564625850340136,0.20406349125717196,0.21335229882506598,0.01
8,NR_026100.1,1,1499,143,1473,98.2655,136.917,35.8,1.67,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,136.91661107404937,25.61185328987601,0.18706169462538194,0.88
9,NR_026312.1,1,1482,3,1366,92.1727,2.22672,30.4,11.3,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,2.2267206477732793,0.9945268110175797,0.4466329496751676,0.02
10,NR_026314.1,1,1458,1,1105,75.7888,0.757888,25.3,36.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.7578875171467764,0.4283620297130342,0.5652052844539402,0.01
11,NR_026330.1,1,1474,2,1457,98.8467,1.94912,32.9,3.5,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,1.9491180461329716,0.2671319269401465,0.13705271852063206,0.01
12,NR_026331.1,1,1488,51,1472,98.9247,49.4429,37.7,0.216,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,49.442876344086024,6.272226312039409,0.12685803852488944,0.31
