index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,18,1411,100.0,16.5322,34.8,1.22,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,16.532246633593196,2.3356362872189256,0.1412776096911692,0.37
1,NR_025514.1,1,1518,362,1511,99.5389,343.671,32.9,34.7,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,343.6706192358366,57.48223824665966,0.16725968130320068,7.39
2,NR_025567.1,1,1498,13,1474,98.3979,12.4025,38.1,11.5,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,12.402536715620828,2.273412584646033,0.18330222572795937,0.27
3,NR_025981.1,1,1477,1,1388,93.9743,0.939743,37.3,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.939742721733243,0.23796289349946895,0.25322132110858475,0.02
4,NR_026100.1,1,1499,2,1446,96.4643,1.9046,32.0,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.904603068712475,0.39624508324342117,0.20804601743673845,0.04
5,NR_026493.1,1,1488,1,1424,95.6989,0.956989,31.6,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.956989247311828,0.20288131466788323,0.21199957600127123,0.02
6,NR_028812.1,1,1408,1,1355,96.2358,0.962358,30.8,1.0,156456,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,0.9623579545454546,0.19032898325936365,0.19777358555659336,0.02
7,NR_029097.1,1,1374,78,1322,96.2154,72.8079,33.7,1.9,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,72.80786026200873,16.2929708437403,0.22378038284750967,1.59
8,NR_040877.1,1,1494,2,1465,98.0589,1.81191,23.3,1.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,1.8119143239625168,0.4376430154722097,0.2415362634338682,0.04
9,NR_041277.1,1,1490,2,1449,97.2483,1.93691,35.1,59.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,1.9369127516778524,0.33784730939918267,0.17442567255882957,0.04
10,NR_041342.1,1,1488,39,1467,98.5887,37.3911,34.6,9.44,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,37.391129032258064,6.183591434301038,0.16537589514791948,0.8
11,NR_041343.1,1,1492,63,1472,98.6595,59.3619,34.5,54.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,59.361930294906166,10.62114328807455,0.17892179778031828,1.29
12,NR_041351.1,1,1493,6,1447,96.919,5.67247,34.1,1.0,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,5.672471533824514,1.152427932967303,0.2031615189420455,0.12
13,NR_041446.1,1,1456,4,1444,99.1758,3.83654,29.0,1.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,3.8365384615384617,0.5466532502356771,0.14248606021180557,0.08
14,NR_041590.1,1,1342,1132,1314,97.9136,1065.32,36.2,6.56,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1065.3233979135618,229.93604314761012,0.2158368469123464,23.11
15,NR_042745.1,1,1493,1,1387,92.9002,0.929002,38.3,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.9290020093770931,0.2568214865435066,0.27644879553673785,0.02
16,NR_042927.1,1,1471,1,1465,99.5921,0.995921,39.4,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.9959211420802175,0.06373555395423144,0.06399658693970953,0.02
17,NR_043657.1,1,1553,168,1533,98.7122,153.431,32.8,10.1,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,153.4307791371539,34.091736481179225,0.22219620256704914,3.43
18,NR_044473.1,1,1399,22,1398,99.9285,19.9857,27.0,6.73,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,19.985704074338813,3.032315124089963,0.15172420810450138,0.45
19,NR_044650.1,1,1377,1,854,62.0189,0.620189,21.0,1.0,39029,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae,0.6201888162672476,0.4853397247745932,0.7825676826869026,0.02
20,NR_074376.1,1,1497,4,1470,98.1964,3.83233,31.0,1.75,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,3.832331329325317,0.6282777317850347,0.1639413917521696,0.08
21,NR_074515.1,1,1510,3,1450,96.0265,2.84437,37.2,10.3,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,2.8443708609271523,0.6081277054786955,0.21380042730450063,0.06
22,NR_102980.1,1,1552,810,1527,98.3892,762.06,37.0,1.41,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,762.0599226804123,164.14067747531632,0.2153907751741887,16.53
23,NR_112899.1,1,1491,3,1429,95.8417,2.84507,34.1,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,2.8450704225352115,0.6189556919754933,0.21755373331811892,0.06
24,NR_112901.1,1,1469,1,1391,94.6903,0.946903,34.9,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.9469026548672567,0.22422760104990952,0.23680111138915677,0.02
25,NR_112938.1,1,1478,3,1452,98.2409,2.57848,31.1,0.333,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,2.578484438430311,0.5945147355046191,0.23056750959743558,0.06
26,NR_112943.1,1,1476,1,1446,97.9675,0.979675,39.3,60.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.9796747967479674,0.1411102029082098,0.14403780047891956,0.02
