index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,32,1408,99.7874,30.1637,33.6,1.53,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,30.16371367824238,3.9612923515553216,0.1313264140420704,0.11
1,NR_025514.1,1,1518,2091,1508,99.3412,1983.27,32.6,36.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1983.270092226614,335.4318547160171,0.16913069784631718,7.46
2,NR_025518.1,1,1494,524,1465,98.0589,489.965,33.4,48.9,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,489.9645247657296,105.47064508402057,0.21526179907504536,1.87
3,NR_025567.1,1,1498,48,1475,98.4646,45.3531,33.2,11.0,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,45.35313751668892,8.399018882784443,0.18519157312311185,0.17
4,NR_025569.1,1,1494,2,1462,97.8581,1.93775,34.6,8.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,1.9377510040160641,0.31813845606050195,0.1641792239566114,0.01
5,NR_025796.1,1,1435,16,1352,94.216,14.4167,33.0,5.06,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,14.416724738675958,3.9025408149989698,0.2706953823242228,0.06
6,NR_025903.1,1,1537,1,1442,93.8191,0.938191,33.8,14.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.9381912817176318,0.2408078084835684,0.2566724005820004,0.0
7,NR_025981.1,1,1477,7,1446,97.9012,6.39404,31.6,1.71,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,6.394041976980366,1.4725351941582827,0.23029801797668187,0.02
8,NR_026100.1,1,1499,38,1468,97.932,36.1788,34.0,2.47,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,36.17878585723816,6.804919412624582,0.18809142571773582,0.14
10,NR_026330.1,1,1474,5,1443,97.8969,4.69199,36.5,8.8,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,4.691994572591588,0.8302970385896562,0.17696035784863406,0.02
