index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024896.1,1,1504,4,1460,97.0745,3.70745,18.1,1.0,85401,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia glucosida,3.7074468085106385,0.7775424133881497,0.2097244960071336,0.03
1,NR_024898.1,1,1504,10,1483,98.6037,9.41356,18.9,10.6,85403,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis,9.413563829787234,1.6704493793301527,0.17745132550590123,0.08
2,NR_024899.1,1,1504,2,1455,96.742,1.86303,17.5,2.0,85402,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia granulomatis,1.863031914893617,0.4282142025164047,0.2298480230494906,0.02
3,NR_025230.1,1,1411,10,1405,99.5748,9.26931,18.2,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,9.269312544294827,1.4025544260056009,0.15131159072512446,0.08
4,NR_025514.1,1,1518,869,1508,99.3412,811.861,18.7,37.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,811.861001317523,138.42884063833316,0.17050805545984457,7.04
5,NR_025518.1,1,1494,2225,1464,97.992,2044.14,18.7,40.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,2044.1432396251673,446.4765969652806,0.21841747110009305,18.04
6,NR_025567.1,1,1498,28,1475,98.4646,25.9279,19.0,7.29,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,25.927903871829105,4.742657427864239,0.1829171170685023,0.23
7,NR_025863.1,1,1411,3,1381,97.8738,2.87385,20.9,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,2.8738483345145287,0.4934331367920734,0.17169769568769805,0.02
8,NR_025904.1,1,1536,1,1453,94.5964,0.945964,18.8,1.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,0.9459635416666666,0.2260896271484448,0.23900458864419216,0.01
9,NR_025981.1,1,1477,18,1454,98.4428,15.9743,18.5,4.33,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,15.974272173324305,3.903804572968664,0.24438074740504862,0.15
