index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
1,NR_025230.1,1,1411,5,1402,99.3622,4.7073,18.7,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,4.707299787384834,0.7054082924802392,0.14985412536730164,0.06
2,NR_025514.1,1,1518,444,1508,99.3412,415.628,19.5,33.7,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,415.6284584980237,70.53397153179459,0.16970438402290006,4.96
3,NR_025525.1,1,1475,1,1420,96.2712,0.962712,21.3,60.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9627118644067797,0.18946696423704573,0.19680547341524116,0.01
4,NR_025567.1,1,1498,26,1457,97.263,24.1889,19.6,8.65,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,24.188918558077436,4.505858524939698,0.18627779965115682,0.29
5,NR_025796.1,1,1435,1,1310,91.2892,0.912892,22.1,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9128919860627178,0.28199327624109055,0.3089010316076068,0.01
6,NR_025863.1,1,1411,1,1333,94.472,0.94472,19.3,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.9447200566973778,0.22852586543120365,0.2418979715854676,0.01
7,NR_025981.1,1,1477,3,1434,97.0887,2.71361,18.8,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.7136086662153014,0.6844122187532878,0.2522147822102311,0.03
8,NR_026100.1,1,1499,26,1449,96.6644,24.3689,19.9,3.08,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,24.368912608405605,4.812494254784731,0.19748498146465307,0.29
9,NR_026312.1,1,1482,1,1100,74.224,0.74224,16.9,17.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.7422402159244265,0.4374010491401324,0.5892985043869784,0.01
10,NR_026330.1,1,1474,1,1382,93.7585,0.937585,17.7,15.0,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,0.937584803256445,0.2419081229703086,0.2580119922273769,0.01
