index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024946.1,1,1458,10,1450,99.4513,9.90672,39.6,12.4,296,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,9.906721536351165,0.7668161103872008,0.07740362011524085,0.15
1,NR_025230.1,1,1411,2,1397,99.0078,1.94543,34.6,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.9454287739192062,0.2672775515751996,0.13738747733063994,0.03
2,NR_025514.1,1,1518,127,1487,97.9578,121.883,37.0,31.8,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,121.88339920948617,20.862628072835175,0.17116874166741683,1.92
3,NR_025518.1,1,1494,1,1436,96.1178,0.961178,33.4,52.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,0.9611780455153949,0.19317041785584016,0.20097256565224597,0.02
4,NR_025525.1,1,1475,3,1440,97.6271,2.91119,40.1,60.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.911186440677966,0.4782492249571111,0.1642798339105121,0.05
5,NR_025567.1,1,1498,33,1454,97.0628,31.4653,38.1,12.1,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,31.465287049399198,5.775546658396661,0.1835529626451299,0.5
6,NR_025981.1,1,1477,1,1262,85.4435,0.854435,40.6,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.8544346648612051,0.35266991414738535,0.4127523480156008,0.02
7,NR_026100.1,1,1499,26,1449,96.6644,24.956,39.2,2.46,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,24.955970647098066,4.775485966819003,0.1913564507006786,0.39
8,NR_026312.1,1,1482,2,1367,92.2402,1.63023,40.7,12.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,1.630229419703104,0.6230858526361027,0.3822074642411855,0.03
9,NR_026331.1,1,1488,1,1462,98.2527,0.982527,40.8,0.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,0.9825268817204301,0.1310259837481024,0.13335613120189901,0.02
10,NR_026332.1,1,1487,9,1463,98.386,8.8191,39.5,55.2,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,8.819098856758574,1.144660300735872,0.12979334049063915,0.14
11,NR_026409.1,1,1495,4,1452,97.1237,3.79465,38.7,1.75,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,3.794648829431438,0.7213686316760602,0.1901015519752706,0.06
12,NR_026493.1,1,1488,2,1452,97.5806,1.93548,39.4,3.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,1.935483870967742,0.329758843552595,0.17037540250217406,0.03
13,NR_028862.1,1,1537,12,1493,97.1373,11.5927,38.4,60.0,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,11.592713077423552,2.00796047301778,0.173208847627586,0.18
14,NR_029097.1,1,1374,195,1322,96.2154,184.227,38.4,2.05,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,184.22707423580786,38.75633162187672,0.21037261641722216,2.94
15,NR_029207.1,1,1426,1,1378,96.6339,0.966339,35.4,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9663394109396914,0.1803539680861535,0.18663625434749992,0.02
16,NR_029356.1,1,1550,19,1454,93.8065,17.6961,39.7,47.9,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,17.696129032258064,4.564934849140683,0.25796233971956906,0.29
17,NR_036800.1,1,1481,23,1451,97.9743,21.9014,38.7,59.6,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,21.90141796083727,3.362180635256433,0.1535142903198538,0.35
18,NR_037088.1,1,1453,1,1415,97.3847,0.973847,30.6,1.0,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,0.973847212663455,0.1595895330248039,0.1638753296714064,0.02
19,NR_041277.1,1,1490,567,1489,99.9329,547.104,38.1,58.2,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,547.1040268456376,89.28575976344905,0.16319704367418328,8.55
20,NR_041342.1,1,1488,5,1488,100.0,4.86022,38.7,45.2,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,4.860215053763441,0.6724837264603878,0.1383650145150798,0.08
21,NR_041343.1,1,1492,21,1473,98.7265,20.1568,38.7,57.9,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,20.156836461126005,3.416301037705154,0.16948597287544356,0.32
22,NR_041351.1,1,1493,8,1474,98.7274,7.68319,36.8,29.2,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,7.683188211654387,1.2591654664407868,0.16388580258007973,0.12
23,NR_041446.1,1,1456,4,1435,98.5577,3.88599,37.2,4.5,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,3.885989010989011,0.5491465505174101,0.14131448878638198,0.06
