index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024815.1,1,1490,9,1473,98.8591,8.54497,28.2,13.8,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,8.54496644295302,1.5272661121747393,0.1787328390779423,0.11
1,NR_025230.1,1,1411,10,1406,99.6456,9.73919,34.4,1.5,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,9.739192062367115,1.019311296986235,0.10466076553977424,0.12
2,NR_025514.1,1,1518,156,1510,99.473,146.991,29.0,24.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,146.99077733860344,25.053616693182665,0.17044346010545902,1.82
3,NR_025525.1,1,1475,6,1443,97.8305,5.79729,36.4,51.2,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,5.79728813559322,0.9680976111810592,0.1669914602376403,0.07
4,NR_025567.1,1,1498,37,1456,97.1963,35.4319,36.1,11.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,35.431909212283045,6.411644256288258,0.18095678157996514,0.43
5,NR_026100.1,1,1499,28,1447,96.531,26.4403,37.4,2.11,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,26.440293529019346,5.111655654441573,0.193328249129735,0.33
6,NR_026242.1,1,1422,1,1369,96.2729,0.962729,32.1,1.0,47678,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,0.9627285513361463,0.18942620668310695,0.1967597267373105,0.01
7,NR_026312.1,1,1482,2,1322,89.2038,1.59649,21.1,3.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,1.5964912280701755,0.6757320988056199,0.42326076518593775,0.02
8,NR_026330.1,1,1474,13,1443,97.8969,12.6262,38.1,15.3,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,12.62618724559023,1.971477273683728,0.15614193226639167,0.15
9,NR_026409.1,1,1495,4,1454,97.2575,3.61271,33.1,1.75,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,3.6127090301003344,0.905116828848589,0.2505368744915091,0.05
10,NR_026493.1,1,1488,9,1464,98.3871,8.66935,33.8,1.22,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,8.669354838709678,1.375017737091151,0.1586066971156304,0.11
11,NR_027196.1,1,1342,4,1342,100.0,3.95604,33.4,8.75,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,3.9560357675111772,0.23546591142243137,0.059520673032379526,0.05
12,NR_028797.1,1,1524,1,1462,95.9318,0.959318,39.0,60.0,135082,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas infelix,0.9593175853018373,0.19755342526134392,0.2059312038975979,0.01
