index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,38,1411,100.0,35.1984,18.9,2.34,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,35.198440822111976,4.224597789686832,0.12002229902845303,0.46
1,NR_025514.1,1,1518,845,1508,99.3412,794.453,19.4,36.4,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,794.4525691699605,135.50039035813515,0.17055818763315875,10.29
2,NR_025567.1,1,1498,10,1456,97.1963,9.39586,19.3,5.4,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,9.395861148197596,1.7837447181997412,0.1898436652123064,0.12
3,NR_025903.1,1,1537,2,1472,95.771,1.7918,21.7,8.5,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,1.7918022121014965,0.4994314971509502,0.27873137658714975,0.02
4,NR_025904.1,1,1536,1,1404,91.4062,0.914062,17.5,1.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,0.9140625,0.280271736166439,0.3066220703359333,0.01
5,NR_025981.1,1,1477,1,1346,91.1307,0.911307,17.1,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9113067027758971,0.284300538605926,0.3119702046961016,0.01
6,NR_026331.1,1,1488,2,1459,98.0511,1.93145,21.2,5.5,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,1.9314516129032258,0.3206680532059,0.16602437827779376,0.02
7,NR_026409.1,1,1495,1,1419,94.9164,0.949164,20.9,14.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9491638795986622,0.2196629446763339,0.23142783811918194,0.01
8,NR_026493.1,1,1488,2,1450,97.4462,1.85484,16.4,7.5,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,1.8548387096774193,0.41852689152749806,0.22564058499743375,0.02
9,NR_028664.1,1,1520,1,1417,93.2237,0.932237,18.7,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.9322368421052631,0.25133903860496665,0.26960856646404324,0.01
10,NR_028682.1,1,1538,1,1229,79.909,0.79909,20.3,12.0,137732,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,0.7990897269180754,0.4006810892119472,0.5014219000878558,0.01
11,NR_028812.1,1,1408,2,1374,97.5852,1.53906,16.7,0.5,156456,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,1.5390625,0.544765615323879,0.3539593845759214,0.02
12,NR_029097.1,1,1374,75,1322,96.2154,69.0247,20.1,1.67,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,69.02474526928675,15.094779616145546,0.2186864950715308,0.91
13,NR_029207.1,1,1426,7,1402,98.317,6.31697,17.8,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,6.316970546984572,1.4296816779950603,0.22632394236467096,0.09
14,NR_037088.1,1,1453,6,1446,99.5182,5.69374,17.9,6.0,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,5.693737095664143,0.8105944253971199,0.14236597366155146,0.07
15,NR_040877.1,1,1494,14,1455,97.3896,12.9578,17.7,0.714,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,12.957831325301205,2.3256245830171802,0.17947637414265546,0.17
16,NR_041277.1,1,1490,161,1484,99.5973,151.247,19.4,55.9,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,151.2469798657718,25.07945911303259,0.1658179167299078,1.96
