index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024841.1,1,1460,1,1422,97.3973,0.973973,19.5,1.0,888807,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.9739726027397261,0.15921674488611373,0.16347148209122786,0.01
1,NR_025230.1,1,1411,4,1405,99.5748,3.67895,17.1,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.678951098511694,0.6408959265581267,0.174206155340689,0.05
2,NR_025514.1,1,1518,975,1516,99.8682,915.146,19.4,32.7,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,915.1455862977602,155.08317039598882,0.16946284035896506,11.72
3,NR_025518.1,1,1494,80,1446,96.7871,72.9284,19.3,38.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,72.92838018741634,16.02147439178999,0.21968778616249135,0.96
4,NR_025863.1,1,1411,3,1387,98.2991,2.84621,18.1,57.3,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,2.8462083628632175,0.5020349904519266,0.17638729370708875,0.04
5,NR_025903.1,1,1537,1,1458,94.8601,0.948601,23.4,15.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.9486011711125569,0.2208098486853395,0.23277416833289905,0.01
6,NR_025904.1,1,1536,1,1373,89.388,0.89388,15.9,13.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,0.8938802083333334,0.3079908788962608,0.3445549817805219,0.01
7,NR_025981.1,1,1477,1,1318,89.2349,0.892349,16.8,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.8923493568043331,0.30993867492655025,0.34732884891237836,0.01
8,NR_026075.1,1,1468,1,1372,93.4605,0.934605,15.1,60.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.9346049046321526,0.24722171601556062,0.2645200285064453,0.01
9,NR_026100.1,1,1499,1,1312,87.525,0.87525,22.4,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.875250166777852,0.3304350349663227,0.3775321016878946,0.01
10,NR_026331.1,1,1488,9,1465,98.4543,8.64919,19.3,2.44,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,8.649193548387096,1.2139641786540285,0.1403557651777152,0.11
11,NR_026476.1,1,1463,100,1453,99.3165,94.0068,19.4,13.4,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,94.00683526999316,15.965400295457398,0.1698323345276312,1.2
12,NR_027549.1,1,1473,1,1335,90.6314,0.906314,18.0,0.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.9063136456211812,0.2913918691076071,0.3215132758018766,0.01
