index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,7,1404,99.5039,6.75691,35.9,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,6.756909992912828,0.8979147934559154,0.13288837566250228,0.1
1,NR_025514.1,1,1518,177,1508,99.3412,168.194,33.3,31.0,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,168.19367588932806,28.77854954462279,0.1711036362839181,2.64
2,NR_025518.1,1,1494,2188,1465,98.0589,2057.66,35.5,49.9,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,2057.656626506024,444.6096289121696,0.21607571602805906,32.59
3,NR_025525.1,1,1475,3,1437,97.4237,2.91051,36.3,58.3,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.9105084745762713,0.4886419219574621,0.16788885042796567,0.04
4,NR_025567.1,1,1498,19,1453,96.996,18.1489,36.3,12.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,18.14886515353805,3.336471905102567,0.18383914789581954,0.28
5,NR_025981.1,1,1477,1,1407,95.2607,0.952607,36.9,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.95260663507109,0.21247878456360253,0.223049868372737,0.01
6,NR_026075.1,1,1468,10,1422,96.8665,8.10218,23.4,6.6,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,8.102179836512262,2.894214964707498,0.3572143575071975,0.15
7,NR_026100.1,1,1499,21,1449,96.6644,20.0761,37.4,2.62,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,20.07605070046698,3.830056531626501,0.19077738887845166,0.31
8,NR_026312.1,1,1482,2,1078,72.7395,1.3637,30.0,40.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,1.363697705802969,0.8812666233239252,0.6462331201217503,0.03
9,NR_026409.1,1,1495,3,1452,97.1237,2.88428,38.5,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.8842809364548496,0.5255865346026706,0.1822244594691541,0.04
10,NR_026476.1,1,1463,15,1428,97.6077,14.2905,32.7,7.33,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,14.2904989747095,2.416272293175994,0.16908243004335768,0.22
11,NR_026493.1,1,1488,1,1442,96.9086,0.969086,37.3,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.9690860215053764,0.1730846741576436,0.17860609926946855,0.01
12,NR_028862.1,1,1537,11,1514,98.5036,10.3578,34.9,58.5,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,10.357839947950554,1.7063523302556394,0.16474017158309784,0.16
13,NR_029097.1,1,1374,95,1322,96.2154,88.9767,34.0,2.31,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,88.97671033478893,19.139099624783533,0.21510235153412222,1.42
14,NR_029356.1,1,1550,8,1454,93.8065,7.34516,34.0,49.2,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,7.34516129032258,1.927448373381227,0.2624106261520336,0.12
15,NR_036800.1,1,1481,8,1451,97.9743,7.75084,35.7,51.6,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,7.7508440243079,1.1728015607903637,0.15131275472868094,0.12
16,NR_036928.1,1,1431,1,1303,91.0552,0.910552,29.0,1.0,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,0.9105520614954578,0.2853892163376694,0.31342438110453175,0.01
17,NR_040866.1,1,1425,7,1408,98.807,6.82526,31.4,10.0,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,6.825263157894737,0.8136944235758579,0.1192180293641371,0.1
18,NR_041277.1,1,1490,5,1448,97.1812,4.79329,34.6,1.0,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,4.793288590604027,0.8960513250468077,0.18693873905345051,0.07
19,NR_041278.1,1,1490,1,1411,94.698,0.94698,32.3,6.0,470145,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola,0.946979865771812,0.224073647702296,0.23661923109597524,0.01
20,NR_041342.1,1,1488,76,1481,99.5296,73.2204,34.5,19.3,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,73.22043010752688,11.742753969267463,0.16037537545221736,1.13
21,NR_041343.1,1,1492,28,1456,97.5871,26.7654,34.6,54.9,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,26.765415549597854,4.546740829777187,0.16987372459627295,0.42
22,NR_041351.1,1,1493,4,1445,96.785,3.74682,30.7,2.25,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,3.7468184862692566,0.7893706904525918,0.21067759042647827,0.06
23,NR_041446.1,1,1456,7,1450,99.5879,6.77473,32.7,1.29,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,6.774725274725275,0.779242151785591,0.11502195590022511,0.1
24,NR_041461.1,1,1492,1,1349,90.4155,0.904155,26.4,12.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,0.9041554959785523,0.2943778780247095,0.325583242411317,0.01
25,NR_041590.1,1,1342,507,1309,97.541,478.436,35.7,8.67,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,478.43591654247393,103.63755191786454,0.21661741590561365,7.55
26,NR_041668.1,1,1484,1,1438,96.9003,0.969003,33.9,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9690026954177897,0.17331033347970862,0.17885433580242532,0.01
