index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,8,1406,99.6456,7.41035,18.0,3.25,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,7.410347271438696,1.1693610804730685,0.1578011174968917,0.1
1,NR_025514.1,1,1518,400,1508,99.3412,375.032,19.4,35.3,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,375.0316205533597,63.82832955382777,0.17019452775648353,4.82
2,NR_025518.1,1,1494,1028,1465,98.0589,948.705,19.4,41.1,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,948.7048192771084,206.75965459750097,0.21793886822989594,12.38
3,NR_025525.1,1,1475,1,1415,95.9322,0.959322,24.6,60.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9593220338983051,0.19754308182147268,0.2059194669163761,0.01
4,NR_025567.1,1,1498,12,1456,97.1963,11.3925,20.4,5.08,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,11.392523364485982,2.1292038072775963,0.18689483788244693,0.14
5,NR_025569.1,1,1494,14,1484,99.3307,13.1406,18.0,4.64,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,13.140562248995984,2.029646721739402,0.15445661177051073,0.17
6,NR_025796.1,1,1435,4,1342,93.5192,3.58676,19.1,2.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,3.586759581881533,1.0578883812654991,0.29494265146998083,0.05
7,NR_025981.1,1,1477,4,1433,97.021,3.36831,18.8,5.25,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,3.3683141503046716,0.9636722748811334,0.286099286432047,0.05
8,NR_026075.1,1,1468,12,1419,96.6621,9.71117,17.8,12.2,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,9.711171662125341,2.836548251688325,0.2920912481396227,0.14
9,NR_026100.1,1,1499,5,1448,96.5977,4.72915,20.6,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,4.729152768512342,0.9567135847609692,0.20230126443175242,0.06
10,NR_026106.1,1,1489,1,1169,78.5091,0.785091,16.1,1.0,29322,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,0.7850906648757555,0.41075943421995703,0.5231999979071994,0.01
11,NR_026312.1,1,1482,4,1444,97.4359,3.51754,18.6,23.2,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,3.517543859649123,0.9516105602255244,0.27053267796935104,0.05
