index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,7,1406,99.6456,6.71155,27.4,1.71,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,6.711552090715805,0.8037834440264873,0.11976118685547767,0.17
1,NR_025514.1,1,1518,128,1500,98.8142,120.955,32.1,36.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,120.95454545454545,20.58297042939161,0.17017111967178333,3.05
2,NR_025567.1,1,1498,7,1453,96.996,6.69159,34.2,12.1,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.691588785046729,1.2518381727985282,0.1870763749852549,0.17
3,NR_025569.1,1,1494,1,1409,94.3106,0.943106,13.0,3.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.9431057563587684,0.23164042972184845,0.24561447977604087,0.02
4,NR_025796.1,1,1435,1,1329,92.6132,0.926132,38.9,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9261324041811847,0.26155529837256747,0.28241674429242614,0.02
5,NR_025903.1,1,1537,1,1470,95.6409,0.956409,41.9,12.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.9564085881587508,0.20418423214081927,0.2134905882996185,0.02
6,NR_026100.1,1,1499,8,1446,96.4643,7.67178,37.5,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,7.671781187458306,1.4972771248766137,0.1951668182773951,0.19
7,NR_026331.1,1,1488,362,1488,100.0,351.234,37.6,2.44,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,351.23387096774195,44.22090359912534,0.12590159222766611,8.61
8,NR_026332.1,1,1487,4,1478,99.3948,3.82448,32.9,2.5,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,3.824478816408877,0.5483906705631221,0.14338964781560798,0.1
9,NR_026409.1,1,1495,3,1463,97.8595,2.87157,26.7,1.67,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.871571906354515,0.5050526023268274,0.1758801864613573,0.07
