index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,5,1397,99.0078,4.837,36.5,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,4.836995038979447,0.6779449807005451,0.14015829564373175,0.07
1,NR_025514.1,1,1518,221,1508,99.3412,211.506,37.4,32.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,211.50592885375494,35.64507596393241,0.16852991382846333,2.99
2,NR_025518.1,1,1494,217,1464,97.992,204.6,38.8,51.6,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,204.59973226238287,44.22175953071718,0.2161379149509653,2.93
3,NR_025525.1,1,1475,5,1440,97.6271,4.71932,39.0,60.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,4.7193220338983055,0.8436399432941084,0.17876295307553652,0.07
4,NR_025567.1,1,1498,14,1473,98.3311,13.4099,37.1,15.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,13.409879839786381,2.393294730102061,0.17847249630092032,0.19
5,NR_025796.1,1,1435,1,1324,92.2648,0.922648,33.8,4.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9226480836236933,0.2671490172342394,0.2895459514585601,0.01
6,NR_025981.1,1,1477,3,1372,92.891,2.70007,33.6,7.33,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.7000677048070414,0.8062593622784734,0.2986070907937074,0.04
7,NR_026100.1,1,1499,14,1448,96.5977,13.4403,39.6,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,13.440293529019346,2.5879340116904213,0.19255040867245454,0.19
8,NR_026312.1,1,1482,2,1368,92.3077,1.73414,36.9,1.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,1.7341430499325237,0.5907818429965944,0.34067653358791944,0.03
9,NR_026330.1,1,1474,1,1437,97.4898,0.974898,42.3,4.0,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,0.9748982360922659,0.15643422054158856,0.16046210235094055,0.01
