index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,4,1396,98.9369,3.92771,40.3,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.927710843373494,0.44117177424430587,0.1123228750376607,0.02
1,NR_025514.1,1,1518,629,1508,99.3412,598.17,35.8,35.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,598.1699604743083,102.19189417292006,0.1708408996197148,3.53
2,NR_025518.1,1,1494,1,1397,93.5074,0.935074,37.1,49.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,0.9350736278447122,0.24639589759985983,0.26350427416906985,0.01
3,NR_025567.1,1,1498,40,1455,97.1295,37.7904,39.1,11.7,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,37.79038718291055,7.044119098140018,0.1863997599189851,0.22
4,NR_025796.1,1,1435,1,1330,92.6829,0.926829,41.6,7.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.926829268292683,0.26041654273247167,0.2809757434745089,0.01
5,NR_025863.1,1,1411,2,1379,97.7321,1.94614,38.0,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.9461374911410347,0.31035341337805344,0.1594714735165453,0.01
6,NR_025903.1,1,1537,1,1453,94.5348,0.945348,35.2,1.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.9453480806766428,0.22729955353592513,0.24044006454557257,0.01
7,NR_025904.1,1,1536,2,1474,95.9635,1.65755,41.4,1.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,1.6575520833333333,0.5530881554544392,0.33367769315711654,0.01
8,NR_025981.1,1,1477,3,1401,94.8544,2.71564,40.2,3.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.7156398104265405,0.7471764591149959,0.2751382772657314,0.02
9,NR_026100.1,1,1499,61,1469,97.9987,58.1581,38.1,2.25,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,58.1581054036024,11.046373504064205,0.1899369559480178,0.34
10,NR_026312.1,1,1482,1,1160,78.2726,0.782726,38.4,18.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.7827260458839406,0.41239057091406817,0.5268645052540079,0.01
11,NR_026331.1,1,1488,636,1488,100.0,620.334,40.2,2.06,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,620.3340053763441,78.84780579092191,0.12710540629331862,3.57
12,NR_026332.1,1,1487,1,1366,91.8628,0.918628,41.1,1.0,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.9186281102891728,0.2734053863326689,0.2976235794119171,0.01
13,NR_026409.1,1,1495,1,1459,97.592,0.97592,39.0,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9759197324414716,0.15329842880094424,0.15708098084812314,0.01
14,NR_026493.1,1,1488,7,1454,97.7151,6.71237,38.6,1.29,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,6.712365591397849,1.1068252553645586,0.16489347016244124,0.04
15,NR_027549.1,1,1473,33,1473,100.0,31.6341,37.3,8.58,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,31.63408010862186,4.315601811365565,0.13642254797822773,0.19
16,NR_028664.1,1,1520,1,1044,68.6842,0.686842,36.1,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.6868421052631579,0.4637779939807726,0.6752323284011248,0.01
17,NR_028682.1,1,1538,4,1470,95.5787,3.77113,34.5,57.8,137732,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,3.7711313394018204,0.8477915283829031,0.22481092597463878,0.02
18,NR_028796.1,1,1491,1,1456,97.6526,0.976526,42.1,59.0,135083,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,0.9765258215962441,0.1514039013764989,0.15504341823651088,0.01
19,NR_028812.1,1,1408,1,1344,95.4545,0.954545,28.8,1.0,156456,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,0.9545454545454546,0.20829889522526268,0.21821789023598948,0.01
20,NR_029097.1,1,1374,269,1323,96.2882,252.52,37.2,1.92,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,252.51965065502182,54.88495954409948,0.21734926134156676,1.51
21,NR_037088.1,1,1453,2,1441,99.1741,1.86924,31.0,2.5,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,1.8692360633172747,0.3608078151076128,0.19302421036500786,0.01
22,NR_040866.1,1,1425,2,1421,99.7193,1.93053,33.1,8.5,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,1.9305263157894736,0.2650681544442136,0.13730356964122298,0.01
23,NR_040877.1,1,1494,10,1494,100.0,9.30321,36.6,0.7,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,9.303212851405622,1.4473454856026058,0.15557480074036212,0.06
24,NR_041277.1,1,1490,495,1489,99.9329,477.009,37.2,57.7,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,477.00872483221474,77.97836942623175,0.16347367535816085,2.78
25,NR_041313.1,1,1485,2,1446,97.3737,1.94209,38.5,36.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,1.942087542087542,0.32723669973926844,0.1684973991375914,0.01
26,NR_041342.1,1,1488,403,1488,100.0,388.733,37.8,9.0,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,388.73252688172045,63.71304297573457,0.16389943873958487,2.26
27,NR_041343.1,1,1492,246,1492,100.0,234.998,38.1,57.6,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,234.9979892761394,40.82816434766405,0.17373835611711572,1.38
28,NR_041351.1,1,1493,27,1461,97.8567,25.6175,35.7,27.6,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,25.617548559946417,4.446799478798351,0.17358411435788265,0.15
29,NR_041446.1,1,1456,13,1440,98.9011,12.4918,34.9,2.54,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,12.491758241758241,1.7693011555175069,0.14163747979071312,0.07
30,NR_041508.1,1,1461,3,1375,94.1136,2.77755,36.5,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,2.7775496235455166,0.738453731468468,0.26586518030444356,0.02
31,NR_041590.1,1,1342,3917,1311,97.69,3693.62,38.5,14.5,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,3693.616989567809,802.7053321875844,0.21732229802243497,21.97
32,NR_041668.1,1,1484,1,1357,91.442,0.91442,39.4,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9144204851752021,0.27974213387895214,0.3059228641682866,0.01
33,NR_042152.1,1,1456,1,1055,72.4588,0.724588,35.3,0.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.7245879120879121,0.44672169159779057,0.6165182776932541,0.01
