index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,2,1264,89.5819,1.69242,33.3,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.692416725726435,0.6491060521041957,0.38353795624749587,0.0
1,NR_025514.1,1,1518,110,1510,99.473,104.276,32.8,40.7,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,104.2760210803689,17.97215213645518,0.17235172526005244,0.26
2,NR_025518.1,1,1494,35565,1494,100.0,33202.8,33.6,48.7,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,33202.844712182065,7152.613255880791,0.21542170009476658,85.36
3,NR_025796.1,1,1435,1,1307,91.0801,0.910801,34.2,10.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.910801393728223,0.28503019999808793,0.3129444047415885,0.0
4,NR_026075.1,1,1468,81,1442,98.2289,66.3365,32.9,3.15,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,66.33651226158038,21.308518766724863,0.32121855732632415,0.19
5,NR_026100.1,1,1499,8,1448,96.5977,7.52235,33.7,1.25,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,7.52234823215477,1.5024998813347086,0.19973814492024902,0.02
6,NR_026314.1,1,1458,1,1414,96.9822,0.969822,28.7,18.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.9698216735253772,0.1710777457351284,0.17640123994470808,0.0
7,NR_026409.1,1,1495,5,1454,97.2575,4.78796,33.3,4.6,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,4.787959866220736,0.869314602424198,0.1815626335043554,0.01
8,NR_026476.1,1,1463,105,1454,99.3848,91.7785,32.2,1.84,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,91.77853725222147,21.960821481834838,0.2392805784372346,0.25
9,NR_026493.1,1,1488,5,1452,97.5806,4.78427,32.9,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,4.784274193548387,0.8155709195513897,0.17046910075747548,0.01
