index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,4,1404,99.5039,3.5769,19.2,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.5768958185683912,0.6778916347931795,0.1895195357030268,0.13
1,NR_025514.1,1,1518,98,1493,98.3531,92.1568,19.6,32.4,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,92.15678524374177,15.817900774826581,0.1716411953063516,3.13
2,NR_025518.1,1,1494,1287,1464,97.992,1186.18,19.5,41.2,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1186.1753681392236,258.87422847211565,0.21824279564851923,41.17
3,NR_025567.1,1,1498,7,1473,98.3311,6.48999,20.3,10.6,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.489986648865154,1.234341118634357,0.19019162679636561,0.22
4,NR_025981.1,1,1477,1,1293,87.5423,0.875423,14.7,8.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.8754231550440081,0.33023848148997276,0.3772329753756301,0.03
5,NR_026075.1,1,1468,7,1414,96.3215,5.70913,16.4,9.29,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,5.709128065395095,1.9922871860140245,0.3489652295750612,0.22
6,NR_026100.1,1,1499,5,1446,96.4643,4.72915,21.1,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,4.729152768512342,0.9601937290683766,0.20303715613958195,0.16
7,NR_026312.1,1,1482,2,1351,91.1606,1.63158,18.7,30.5,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,1.631578947368421,0.6399024181591779,0.39219825629110905,0.06
8,NR_026331.1,1,1488,4,1464,98.3871,3.87836,20.2,6.5,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,3.8783602150537635,0.5590068952658757,0.14413485707080625,0.13
9,NR_026409.1,1,1495,2,1433,95.8528,1.85151,20.5,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,1.851505016722408,0.4575886439059582,0.24714415557782063,0.06
10,NR_026476.1,1,1463,12,1426,97.471,10.4115,17.4,2.33,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,10.411483253588516,2.245720024580899,0.2156964545668235,0.38
11,NR_026493.1,1,1488,3,1454,97.7151,2.87702,20.7,8.67,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.877016129032258,0.5003318466069329,0.17390651430766552,0.1
12,NR_027549.1,1,1473,1,1379,93.6185,0.936185,18.8,1.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.9361846571622539,0.2444236994569996,0.26108492335037015,0.03
13,NR_028862.1,1,1537,12,1513,98.4385,11.2238,20.5,59.2,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,11.223812621990891,1.9871101313372905,0.17704412914413167,0.38
14,NR_029097.1,1,1374,109,1326,96.5066,100.108,20.1,1.39,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,100.10771470160117,22.183994030345424,0.2216012431856124,3.49
15,NR_029207.1,1,1426,2,1391,97.5456,1.85905,15.3,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1.859046283309958,0.41252166668865975,0.22189962153829831,0.06
16,NR_040877.1,1,1494,2,1447,96.8541,1.61312,16.1,1.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,1.6131191432396252,0.5478342810189026,0.3396117908059089,0.06
17,NR_041277.1,1,1490,1,1399,93.8926,0.938926,18.2,1.0,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,0.9389261744966443,0.23946568301479063,0.25504207840746107,0.03
18,NR_041342.1,1,1488,23,1470,98.7903,21.8696,19.8,9.87,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,21.86962365591398,3.6484186983062257,0.16682585652632487,0.74
19,NR_041343.1,1,1492,19,1473,98.7265,17.8063,19.9,46.9,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,17.806300268096514,3.1182052970339527,0.1751180902312891,0.61
20,NR_041351.1,1,1493,7,1472,98.5934,5.91896,18.1,9.43,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,5.918955123911587,1.5230300750499464,0.2573140095110977,0.22
21,NR_041446.1,1,1456,2,1432,98.3516,1.86126,18.6,13.5,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,1.8612637362637363,0.390455561911723,0.20977981481308805,0.06
22,NR_041461.1,1,1492,1,1288,86.3271,0.863271,13.8,1.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,0.8632707774798928,0.34356126415699545,0.3979762469893146,0.03
23,NR_041590.1,1,1342,146,1301,96.9449,135.586,20.2,9.88,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,135.58569299552906,29.36901818227324,0.21660853393463633,4.67
24,NR_043224.1,1,1455,3,1437,98.7629,2.86323,21.7,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,2.863230240549828,0.48039418083738167,0.16778049282726604,0.1
25,NR_043657.1,1,1553,39,1496,96.3297,35.5538,19.8,10.7,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,35.553766902768835,8.01840126399302,0.2255288809740317,1.25
26,NR_044289.1,1,1454,1,1324,91.0591,0.910591,14.8,1.0,460384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,0.9105914718019257,0.28533251354083045,0.31334854583713556,0.03
27,NR_044473.1,1,1399,6,1396,99.7856,5.71408,19.4,3.5,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,5.714081486776268,0.7051493409725326,0.12340554516144273,0.19
28,NR_044490.1,1,1482,1,1343,90.6208,0.906208,19.3,45.0,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,0.9062078272604588,0.29153936453305646,0.3217135802218836,0.03
29,NR_074376.1,1,1497,3,1448,96.7268,2.85638,21.0,0.0,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,2.856379425517702,0.5710223440102175,0.19991123689974172,0.1
30,NR_074515.1,1,1510,1,1384,91.6556,0.916556,21.9,1.0,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0.9165562913907285,0.2765517241002169,0.301729120947491,0.03
31,NR_074902.1,1,1542,1,1383,89.6887,0.896887,14.9,3.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.896887159533074,0.30410620282685474,0.33906852115618946,0.03
32,NR_102980.1,1,1552,59,1506,97.0361,54.3499,19.7,2.81,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,54.34987113402062,11.981273510434807,0.22044713741621108,1.89
33,NR_104700.1,1,1493,1,1374,92.0295,0.920295,17.8,1.0,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,0.9202947086403215,0.2708364042903896,0.2942931234392661,0.03
34,NR_104803.1,1,1521,2,1447,95.1348,1.833,18.3,6.5,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,1.8330046022353714,0.4862225209580188,0.2652598473375705,0.06
35,NR_104899.1,1,1480,2,1445,97.6351,1.88108,17.6,1.5,384636,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanisolvens,1.8810810810810812,0.3899673152193281,0.20731021067694164,0.06
36,NR_112789.1,1,1468,2,1448,98.6376,1.79019,17.4,2.5,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,1.7901907356948228,0.4393600952751248,0.24542641547331936,0.06
37,NR_112901.1,1,1469,2,1430,97.3451,1.92376,21.5,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,1.9237576582709326,0.3514637850326524,0.1826964968906463,0.06
38,NR_112946.1,1,1489,7,1461,98.1195,6.50974,17.2,2.29,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,6.509738079247818,1.273828303940013,0.1956804234567914,0.22
39,NR_113064.1,1,1490,28,1450,97.3154,26.1268,19.9,1.0,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,26.12684563758389,5.151205382785217,0.1971613969110425,0.9
40,NR_113094.1,1,1494,3,1452,97.1888,2.81526,22.1,0.333,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,2.8152610441767068,0.6028779973154677,0.21414639276968822,0.1
41,NR_113165.1,1,1466,1,1387,94.6112,0.946112,19.6,16.0,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,0.9461118690313779,0.22579681199992735,0.23865762537267016,0.03
42,NR_113188.1,1,1473,1,1388,94.2295,0.942295,18.0,51.0,572010,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,0.9422946367956552,0.23318545036472602,0.2474655391838915,0.03
