index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025514.1,1,1518,20,1480,97.4967,19.195,36.5,34.0,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,19.194993412384715,3.330922904819108,0.17353081781575283,0.24
1,NR_025518.1,1,1494,7368,1465,98.0589,6964.89,38.6,53.1,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,6964.8949129852745,1512.0916447876125,0.2171018606423602,87.04
2,NR_026075.1,1,1468,4,1325,90.2589,3.29019,37.5,3.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,3.290190735694823,1.3370579425819855,0.40637703099593264,0.05
3,NR_026476.1,1,1463,9,1426,97.471,7.61928,35.9,2.33,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,7.619275461380725,2.406549566237254,0.31585018528797904,0.11
4,NR_028862.1,1,1537,2,1493,97.1373,1.76057,41.7,57.0,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,1.7605725439167208,0.48924057582017577,0.2778872006783482,0.02
5,NR_029097.1,1,1374,42,1322,96.2154,39.4287,38.3,1.07,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,39.42867540029112,8.450580291919652,0.21432574658232767,0.5
6,NR_040866.1,1,1425,1,1404,98.5263,0.985263,37.4,21.0,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0.9852631578947368,0.12049758333687681,0.1222998976175566,0.01
7,NR_041277.1,1,1490,46,1450,97.3154,44.5503,38.3,58.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,44.5503355704698,7.432863938640706,0.16684192932471606,0.54
8,NR_041313.1,1,1485,1,1441,97.037,0.97037,37.8,31.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.9703703703703703,0.1695633058112529,0.1747408113322072,0.01
9,NR_041342.1,1,1488,15,1454,97.7151,14.5309,39.6,9.27,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,14.530913978494624,2.408343745139143,0.16573931610244405,0.18
