index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024815.1,1,1490,2,1438,96.5101,1.89329,21.0,3.0,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,1.8932885906040269,0.4063529773716704,0.21462812346110915,0.03
1,NR_025230.1,1,1411,9,1405,99.5748,8.47059,17.9,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,8.470588235294118,1.3314942639861829,0.15719029505392437,0.15
2,NR_025514.1,1,1518,296,1496,98.5507,277.41,19.1,34.6,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,277.40974967061925,47.360481848396596,0.17072392698753297,5.09
3,NR_025518.1,1,1494,596,1464,97.992,550.37,19.3,40.2,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,550.3701472556894,120.18659162431621,0.2183741109934879,10.25
4,NR_025567.1,1,1498,9,1475,98.4646,8.51001,20.1,8.44,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,8.510013351134846,1.5520239165270284,0.18237620230290938,0.15
5,NR_025796.1,1,1435,1,1311,91.3589,0.913589,20.5,11.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.913588850174216,0.2809702173034889,0.30754558492029493,0.02
6,NR_025981.1,1,1477,1,1366,92.4848,0.924848,22.9,3.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9248476641841571,0.263636989508802,0.2850599073971453,0.02
7,NR_026075.1,1,1468,5,1404,95.6403,3.96662,17.3,10.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,3.9666212534059944,1.5623648587697987,0.3938780032069491,0.09
8,NR_026100.1,1,1499,2,1445,96.3976,1.89927,22.0,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.8992661774516344,0.4032797435583728,0.21233450495047448,0.03
9,NR_026106.1,1,1489,1,1262,84.7549,0.847549,17.8,22.0,29322,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,0.847548690396239,0.35945779697185765,0.42411462733050403,0.02
10,NR_026314.1,1,1458,1,1133,77.7092,0.777092,17.6,5.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.7770919067215364,0.4161971590837964,0.535582928459113,0.02
