index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,5,1402,99.3622,4.70943,26.1,3.8,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,4.709425939050319,0.8096094704807758,0.1719125602480624,0.08
1,NR_025514.1,1,1518,141,1504,99.0777,133.062,33.5,32.3,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,133.06192358366272,23.08065966522131,0.17345803400105922,2.37
2,NR_025525.1,1,1475,1,1429,96.8814,0.968814,39.4,47.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.968813559322034,0.1738213065070155,0.1794166739663036,0.02
3,NR_025567.1,1,1498,19,1457,97.263,17.9947,34.9,10.8,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,17.994659546061417,3.362198291899373,0.18684422916104987,0.32
4,NR_025981.1,1,1477,1,1338,90.589,0.90589,38.7,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9058903182125931,0.2919812486809366,0.32231412877559296,0.02
5,NR_026100.1,1,1499,11,1446,96.4643,10.545,36.8,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,10.545030020013343,2.0369682886515537,0.19316856232610102,0.18
6,NR_026331.1,1,1488,1,1184,79.5699,0.795699,29.1,0.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,0.7956989247311828,0.4031899625645727,0.5067117097095305,0.02
7,NR_026332.1,1,1487,1,1457,97.9825,0.979825,35.1,1.0,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.9798251513113652,0.14059809447153124,0.1434930449410892,0.02
8,NR_026409.1,1,1495,1,1451,97.0569,0.970569,40.9,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9705685618729097,0.1690125101194037,0.17413763103274194,0.02
9,NR_026493.1,1,1488,2,1452,97.5806,1.93884,36.5,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,1.9388440860215055,0.3252736769831574,0.1677668046277082,0.03
10,NR_028862.1,1,1537,12,1532,99.6747,11.5368,35.2,59.3,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,11.53675992192583,1.884804328001816,0.16337380172224178,0.2
11,NR_029097.1,1,1374,84,1322,96.2154,78.8552,36.0,2.2,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,78.85516739446871,16.857830438616983,0.21378219076356275,1.41
