index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024815.1,1,1490,1,1429,95.906,0.95906,39.9,5.0,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,0.9590604026845637,0.19815031336610625,0.20660879420258804,0.01
1,NR_025230.1,1,1411,5,1402,99.3622,4.63501,36.6,2.2,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,4.635010630758328,0.7820770809084647,0.16873253228774368,0.06
2,NR_025514.1,1,1518,82,1508,99.3412,77.6324,35.1,21.4,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,77.63241106719367,13.159678238502114,0.1695126823655127,1.02
3,NR_025518.1,1,1494,2,1453,97.2557,1.9083,37.2,51.5,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1.9082998661311914,0.3717222495761697,0.194792367894352,0.02
4,NR_025525.1,1,1475,8,1447,98.1017,7.75729,39.1,54.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,7.75728813559322,1.2408605959868364,0.15996061694464112,0.1
5,NR_025567.1,1,1498,18,1454,97.0628,17.2336,38.0,9.11,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,17.233644859813083,3.1491860371063125,0.18273476462601707,0.22
6,NR_025863.1,1,1411,2,1379,97.7321,1.93905,40.8,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.93905031892275,0.3203009829064732,0.16518446157932515,0.02
7,NR_025904.1,1,1536,1,1467,95.5078,0.955078,36.5,10.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,0.955078125,0.20713256660043677,0.21687499815833053,0.01
8,NR_026100.1,1,1499,27,1449,96.6644,25.8512,38.3,1.85,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,25.85123415610407,4.957580244345718,0.19177344549235456,0.33
9,NR_026330.1,1,1474,2,1443,97.8969,1.94505,40.0,14.5,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,1.9450474898236092,0.30658627986008735,0.15762405877703828,0.02
10,NR_026331.1,1,1488,80,1482,99.5968,78.3434,40.4,0.113,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,78.34341397849462,9.956947494012068,0.12709361244769424,0.99
11,NR_026332.1,1,1487,1436,1487,100.0,1399.31,40.3,52.4,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,1399.3093476798924,176.27652533078498,0.12597394966528172,17.81
12,NR_026409.1,1,1495,8,1452,97.1237,7.72241,38.7,3.88,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,7.722408026755853,1.346815724609709,0.1744035953479008,0.1
13,NR_026493.1,1,1488,3,1452,97.5806,2.90659,39.3,1.33,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.9065860215053765,0.4794257997219277,0.16494464508352102,0.04
