index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,9,1404,99.5039,8.4472,35.3,5.22,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,8.447200566973777,1.1514685542797183,0.13631362782856637,0.17
1,NR_025514.1,1,1518,182,1508,99.3412,172.294,31.4,36.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,172.29446640316206,28.89920894556975,0.1677314979922035,3.51
2,NR_025518.1,1,1494,2638,1464,97.992,2478.27,35.6,50.2,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,2478.2657295850067,536.3656976822534,0.21642783954893713,50.91
3,NR_025567.1,1,1498,7,1451,96.8625,6.71762,39.5,10.6,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.71762349799733,1.2465050579846673,0.1855574457777036,0.14
4,NR_026075.1,1,1468,11,1419,96.6621,8.98297,22.2,3.73,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,8.982970027247957,3.1180862758469194,0.3471108404446256,0.21
5,NR_026100.1,1,1499,1,1439,95.9973,0.959973,36.3,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.9599733155436958,0.19602180742901948,0.20419505860743586,0.02
6,NR_026331.1,1,1488,8,1464,98.3871,7.82728,36.7,6.75,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,7.827284946236559,1.0260754360796644,0.1310895723264824,0.15
7,NR_026476.1,1,1463,9,1445,98.7697,7.68968,24.0,10.6,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,7.6896787423103214,2.1430576129299204,0.27869273668590877,0.17
8,NR_028664.1,1,1520,1,1451,95.4605,0.954605,34.3,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.9546052631578947,0.20816833262804632,0.21806744699836692,0.02
9,NR_028862.1,1,1537,36,1513,98.4385,34.6487,34.2,59.7,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,34.64866623292127,5.711012758797661,0.16482633762598828,0.69
10,NR_029097.1,1,1374,71,1322,96.2154,66.4301,34.3,1.1,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,66.43013100436681,14.833986523155366,0.22330208143320154,1.37
