index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,15,1411,100.0,14.2707,27.0,2.73,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,14.270729978738483,1.867811027786824,0.13088405642665915,0.22
1,NR_025514.1,1,1518,635,1508,99.3412,597.645,29.5,33.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,597.6449275362319,101.85397856038036,0.17042557188642,9.26
2,NR_025518.1,1,1494,38,1447,96.8541,35.6499,32.0,45.3,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,35.64993306559572,7.741295366064382,0.21714754279679666,0.55
3,NR_025863.1,1,1411,8,1389,98.4408,7.76825,33.7,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,7.768249468462083,1.1546650138677572,0.14863902331606654,0.12
4,NR_026075.1,1,1468,3,1221,83.1744,2.33174,30.0,1.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,2.3317438692098094,1.136896899943001,0.4875736631949533,0.04
5,NR_026476.1,1,1463,46,1429,97.676,42.5906,33.0,10.4,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,42.59056732740943,7.490972002172544,0.17588335803528218,0.67
6,NR_027549.1,1,1473,2,1453,98.6422,1.92329,26.3,4.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1.923285811269518,0.3130248983950715,0.16275526838543605,0.03
7,NR_028664.1,1,1520,1,1357,89.2763,0.892763,20.0,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.8927631578947368,0.309414126698433,0.3465803040395123,0.01
8,NR_028736.1,1,1544,2,1478,95.7254,1.89573,33.0,60.0,1338,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,1.8957253886010363,0.4229582069139129,0.22311153791427452,0.03
9,NR_028812.1,1,1408,1,990,70.3125,0.703125,30.8,1.0,156456,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,0.703125,0.4568809849129202,0.6497862896539309,0.01
10,NR_028847.1,1,1493,1,1405,94.1058,0.941058,29.1,54.0,194702,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum,0.9410582719356999,0.2355156061858628,0.25026676159109834,0.01
11,NR_028862.1,1,1537,118,1515,98.5686,112.75,32.8,59.0,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,112.74951203643461,19.0987667175853,0.16939112527080027,1.72
12,NR_029097.1,1,1374,52,1324,96.361,48.4898,33.3,1.19,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,48.48981077147016,10.500272310560558,0.2165459535416166,0.76
13,NR_029207.1,1,1426,17,1417,99.3689,16.0063,30.2,1.41,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,16.00631136044881,2.835971996569528,0.17717836000473808,0.25
14,NR_036800.1,1,1481,15,1451,97.9743,14.5631,33.9,56.5,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,14.563133018230925,2.1806259845591067,0.14973604799388154,0.22
15,NR_040877.1,1,1494,11,1473,98.5944,10.3527,23.9,1.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,10.352744310575636,1.7693477701339013,0.17090615947372137,0.16
16,NR_041313.1,1,1485,2,1444,97.2391,1.88283,32.8,33.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,1.8828282828282827,0.39832318672857103,0.21155576977536766,0.03
17,NR_041342.1,1,1488,15,1449,97.379,14.3085,33.3,8.0,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,14.308467741935484,2.4677235420812864,0.17246595418801156,0.22
18,NR_041343.1,1,1492,4,1473,98.7265,3.88271,36.9,57.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,3.8827077747989276,0.586072640382998,0.1509443085536739,0.06
19,NR_041351.1,1,1493,1,1403,93.9719,0.939719,28.0,1.0,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,0.9397186872069658,0.23800730266313752,0.25327505550681706,0.01
20,NR_041446.1,1,1456,2,1434,98.489,1.92788,23.6,2.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,1.9278846153846154,0.3116641399598894,0.16166119977969326,0.03
21,NR_041590.1,1,1342,1549,1311,97.69,1454.74,34.3,7.37,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1454.7377049180327,315.8312166819457,0.21710526620312026,22.58
22,NR_042745.1,1,1493,8,1452,97.2539,7.56597,33.7,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,7.565974547890154,1.360319765369208,0.1797943882521448,0.12
23,NR_042832.1,1,1456,1,1143,78.5027,0.785027,12.8,1.0,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,0.7850274725274725,0.4108032861414356,0.5232979742974018,0.01
24,NR_042876.1,1,1362,1,1078,79.1483,0.791483,33.7,0.0,985008,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,0.7914831130690162,0.40624819359056175,0.5132746193602459,0.01
25,NR_042927.1,1,1471,1,1460,99.2522,0.992522,41.1,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.9925220938137321,0.08615095533618508,0.08680003787638922,0.01
26,NR_043656.1,1,1540,1,1237,80.3247,0.803247,23.7,13.0,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,0.8032467532467532,0.397544219735746,0.4949216640202497,0.01
27,NR_043657.1,1,1553,150,1531,98.5834,134.167,27.2,10.3,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,134.16741790083708,31.20165258210427,0.23255759908240434,2.19
28,NR_043681.1,1,1420,1,1071,75.4225,0.754225,14.3,1.0,358743,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,0.754225352112676,0.43054554967295533,0.5708447063824431,0.01
29,NR_044473.1,1,1399,42,1398,99.9285,38.7891,26.3,7.36,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,38.789135096497496,4.656829156599753,0.12005498820777383,0.61
30,NR_074376.1,1,1497,2,1446,96.5932,1.84569,21.5,0.5,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,1.845691382765531,0.44568345316686897,0.24147235953340676,0.03
31,NR_074381.1,1,1497,1,1401,93.5872,0.935872,30.4,2.0,649638,Bacteria,unclassified Bacteria kingdom,Deinococcota,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,0.935871743486974,0.24498127118134036,0.261767996401475,0.01
32,NR_074515.1,1,1510,5,1450,96.0265,4.77086,36.3,30.8,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,4.7708609271523175,0.9875777715354515,0.20700200375049027,0.07
33,NR_074980.1,1,1551,1,1470,94.7776,0.947776,39.7,0.0,479436,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,0.9477756286266924,0.22247918196534822,0.2347382389307858,0.01
34,NR_102980.1,1,1552,1127,1527,98.3892,1058.39,34.1,2.91,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1058.3917525773195,229.84052883437815,0.2171601661432896,16.43
35,NR_108477.1,1,1380,1,1273,92.2464,0.922464,18.7,1.0,701526,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus porcorum,0.922463768115942,0.2674403945354543,0.28991967357339116,0.01
36,NR_112143.1,1,1397,1,1369,97.9957,0.979957,26.6,1.0,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0.9799570508231925,0.14014717037851301,0.14301358438187195,0.01
37,NR_112899.1,1,1491,3,1430,95.9088,2.833,31.9,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,2.8329979879275653,0.629807598926823,0.22231134706436864,0.04
38,NR_112901.1,1,1469,10,1440,98.0259,9.23622,27.3,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,9.236215112321307,1.5799616017653004,0.1710615855684866,0.15
39,NR_112938.1,1,1478,4,1452,98.2409,3.87145,37.5,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,3.8714479025710418,0.574359148371761,0.1483577108167534,0.06
40,NR_112940.1,1,1459,1,1451,99.4517,0.994517,35.3,39.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9945167923235092,0.07384539328940716,0.07425253536129914,0.01
41,NR_112943.1,1,1476,2,1467,99.3902,1.96545,37.0,60.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,1.9654471544715446,0.2134339906049677,0.1085930955301387,0.03
42,NR_112946.1,1,1489,7,1470,98.724,6.65547,30.6,7.29,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,6.6554734721289455,1.1473852340080457,0.17239723647204644,0.1
43,NR_113031.1,1,1524,3,1484,97.3753,2.90617,36.9,0.0,29466,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,2.9061679790026247,0.49245089886561677,0.1694502528496726,0.04
44,NR_113064.1,1,1490,24,1478,99.1946,22.8477,33.7,1.0,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,22.84765100671141,4.199905462224844,0.18382219953338477,0.35
45,NR_113160.1,1,1473,1,1421,96.4698,0.964698,32.5,23.0,157692,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia goodfellowii,0.9646978954514596,0.18454231483046016,0.19129544668913992,0.01
46,NR_113164.1,1,1466,1,1248,85.1296,0.851296,30.9,1.0,147206,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,0.8512960436562074,0.3557964161026597,0.4179467516077717,0.01
47,NR_113165.1,1,1466,4,1427,97.3397,3.77422,27.9,15.2,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,3.7742155525238745,0.7267380952795572,0.19255341544909288,0.06
48,NR_113195.1,1,1490,6,1446,97.047,5.65436,31.8,2.17,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,5.654362416107382,1.1151779718605555,0.1972243534803831,0.09
49,NR_113231.1,1,1491,18,1472,98.7257,16.619,30.1,15.3,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,16.61904761904762,2.859042516252202,0.17203407690915826,0.26
50,NR_113260.1,1,1470,2,1469,99.932,1.91905,32.2,9.5,1305,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,1.9190476190476191,0.27524468603082625,0.14342775202598887,0.03
51,NR_113274.1,1,1478,14,1437,97.226,12.954,31.5,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,12.953991880920162,2.509100007378094,0.19369318974745758,0.2
52,NR_113306.1,1,1174,1,691,58.8586,0.588586,26.1,0.0,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.5885860306643952,0.4920899462203312,0.8360544093526322,0.01
