index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024898.1,1,1504,1,1458,96.9415,0.969415,45.1,6.0,85403,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis,0.9694148936170213,0.17219075948064283,0.17762338975232292,0.0
1,NR_024946.1,1,1458,232,1458,100.0,229.431,39.4,12.1,296,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,229.43141289437585,16.376688099029657,0.0713794501477836,1.12
2,NR_025230.1,1,1411,12,1409,99.8583,11.567,35.7,3.42,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,11.566973777462792,1.3746775868451844,0.11884505085708935,0.06
3,NR_025514.1,1,1518,297,1509,99.4071,283.914,36.4,33.4,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,283.9137022397892,47.78791595228704,0.1683184558381268,1.43
4,NR_025567.1,1,1498,50,1475,98.4646,47.6862,37.6,11.9,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,47.686248331108146,8.709927760849311,0.1826507235455423,0.24
5,NR_025796.1,1,1435,2,1336,93.101,1.57422,34.5,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.5742160278745645,0.6184424591529725,0.39285742757172,0.01
6,NR_025863.1,1,1411,8,1389,98.4408,7.70659,37.4,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,7.706591070163005,1.1396247853327772,0.1478766389649208,0.04
7,NR_025903.1,1,1537,3,1475,95.9662,2.85817,39.6,8.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,2.8581652569941443,0.6041926954943229,0.2113917989926643,0.01
8,NR_025904.1,1,1536,7,1475,96.0286,6.67708,38.2,3.71,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,6.677083333333333,1.3951724181580134,0.20894937931851684,0.03
9,NR_025981.1,1,1477,7,1434,97.0887,6.53081,36.9,5.71,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,6.530805687203792,1.398289006992706,0.2141066621737743,0.03
