index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,13,1407,99.7165,12.5436,32.4,2.69,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,12.543586109142453,1.5933217854656723,0.127022828368386,0.21
1,NR_025514.1,1,1518,175,1506,99.2095,166.795,33.3,33.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,166.79512516469038,28.30205144319799,0.16968152645500326,2.81
2,NR_025518.1,1,1494,60,1458,97.5904,56.253,36.2,52.8,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,56.25301204819277,12.248059744323736,0.21773162535422363,0.96
3,NR_025525.1,1,1475,3,1439,97.5593,2.90576,38.3,56.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.9057627118644067,0.48565944471071404,0.16713664977795223,0.05
4,NR_025567.1,1,1498,19,1460,97.4633,18.2623,35.9,10.9,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,18.262349799732977,3.3135938533214575,0.18144400308058425,0.31
5,NR_025796.1,1,1435,1,1333,92.892,0.92892,36.4,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9289198606271777,0.2569586604097295,0.2766209134943449,0.02
6,NR_025981.1,1,1477,3,1424,96.4116,2.7671,33.6,2.67,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.7670954637779284,0.6893526442033457,0.2491249952259216,0.05
7,NR_026100.1,1,1499,3,1446,96.4643,2.87458,37.9,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,2.874583055370247,0.5696467395485755,0.1981667353407553,0.05
8,NR_026330.1,1,1474,2,1439,97.6255,1.92877,35.2,12.0,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,1.9287652645861602,0.33712041097149176,0.17478560878367178,0.03
9,NR_026331.1,1,1488,24,1464,98.3871,23.3031,38.4,16.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,23.303091397849464,3.048036757925981,0.13079967399549702,0.39
