index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024640.1,1,1422,3,1422,100.0,2.92264,19.2,21.3,61645,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,2.9226441631504922,0.2849863149014747,0.09750975452114942,0.05
1,NR_025230.1,1,1411,5,1403,99.433,4.44295,19.3,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,4.442948263642807,0.7521089343980993,0.1692814972779898,0.08
2,NR_025514.1,1,1518,275,1509,99.4071,258.404,19.4,37.8,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,258.4044795783926,44.2635213372349,0.17129548763804073,4.4
3,NR_025525.1,1,1475,6,1446,98.0339,5.5478,18.2,39.2,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,5.547796610169492,1.0821761938634373,0.19506414346188072,0.1
4,NR_025567.1,1,1498,26,1457,97.263,24.3999,19.3,6.81,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,24.399866488651536,4.487297006896542,0.18390662133268637,0.42
5,NR_025981.1,1,1477,3,1453,98.3751,2.80298,19.4,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.802979011509817,0.5862720272004184,0.20916033434179176,0.05
6,NR_026100.1,1,1499,21,1451,96.7979,19.5797,20.1,2.62,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,19.579719813208804,3.8432619951533273,0.19628789542537778,0.34
7,NR_026106.1,1,1489,1,1229,82.5386,0.825386,17.1,1.0,29322,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,0.8253861652115514,0.37963646227532166,0.4599501158079365,0.02
8,NR_026312.1,1,1482,3,1419,95.749,2.38596,18.6,15.3,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,2.3859649122807016,0.8859482100482075,0.3713165292113811,0.05
9,NR_026331.1,1,1488,12,1466,98.5215,11.5013,20.9,7.5,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,11.501344086021506,1.5963662769574336,0.13879823653807766,0.19
10,NR_026409.1,1,1495,3,1454,97.2575,2.8214,18.0,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.8214046822742476,0.5697591171862667,0.20194165011699117,0.05
11,NR_026493.1,1,1488,6,1454,97.7151,5.68347,19.6,0.833,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,5.683467741935484,1.0026555152657102,0.17641615309393127,0.1
12,NR_027196.1,1,1342,1,1325,98.7332,0.987332,24.8,1.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.9873323397913562,0.11183555156336601,0.11327042279097146,0.02
13,NR_027549.1,1,1473,12,1457,98.9138,11.5757,20.0,2.42,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,11.575695858791581,1.376707089845915,0.11893082771350848,0.19
14,NR_028862.1,1,1537,4,1493,97.1373,3.81588,20.7,60.0,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,3.815875081327261,0.7100416694983127,0.18607571117116906,0.06
15,NR_029097.1,1,1374,79,1322,96.2154,73.0328,20.0,1.57,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,73.03275109170306,15.684097728067616,0.214754305344105,1.26
16,NR_029207.1,1,1426,1,1331,93.338,0.93338,15.9,0.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9333800841514727,0.24936259274570777,0.2671608243842068,0.02
17,NR_029356.1,1,1550,1,1425,91.9355,0.919355,19.8,1.0,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9193548387096774,0.2722894034860357,0.2961744388795476,0.02
18,NR_036800.1,1,1481,42,1469,99.1897,39.5584,19.2,48.1,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,39.55840648210668,5.897343605942268,0.14907940259448502,0.67
19,NR_036869.2,1,1507,1,1178,78.1685,0.781685,14.6,1.0,84037,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Syntrophococcus,Syntrophococcus sucromutans,0.7816854678168547,0.4131020421406809,0.5284760420254722,0.02
20,NR_041277.1,1,1490,12,1453,97.5168,10.8597,17.7,1.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,10.85973154362416,2.386719954811672,0.21977706771332994,0.19
21,NR_041313.1,1,1485,1,1347,90.7071,0.907071,19.2,59.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.907070707070707,0.29033332472342016,0.3200779415102294,0.02
22,NR_041342.1,1,1488,67,1457,97.9167,63.0632,19.7,31.8,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,63.06317204301075,10.713587425766457,0.16988659274004655,1.07
23,NR_041343.1,1,1492,13,1454,97.4531,11.9149,19.4,56.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,11.914879356568365,2.1210343343858393,0.1780155946955995,0.21
24,NR_041351.1,1,1493,91,1479,99.0623,84.7984,19.1,25.3,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,84.79839249832551,14.910636150859212,0.1758363066983097,1.46
25,NR_041446.1,1,1456,88,1452,99.7253,82.1607,18.3,4.84,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,82.16071428571429,10.929670050000839,0.13302793366660443,1.41
26,NR_041461.1,1,1492,2,1368,91.689,1.74665,18.9,17.5,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,1.7466487935656836,0.5961411005581527,0.3413056492834858,0.03
27,NR_041508.1,1,1461,2,1367,93.5661,1.77755,17.5,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.7775496235455168,0.5492223533915461,0.30897722691761603,0.03
28,NR_041590.1,1,1342,515,1312,97.7645,478.146,20.5,13.7,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,478.1460506706408,101.81631196213706,0.21293977398606756,8.24
29,NR_041668.1,1,1484,1,1343,90.4987,0.904987,21.3,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9049865229110512,0.29323355241243737,0.3240198002829911,0.02
30,NR_042152.1,1,1456,1,1214,83.3791,0.833791,14.1,0.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.8337912087912088,0.37226795313819894,0.4464762271575104,0.02
31,NR_042745.1,1,1493,3,1452,97.2539,2.62492,21.5,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,2.624916275954454,0.6381240898198108,0.2431026450882821,0.05
32,NR_042879.1,1,1362,1,1239,90.9692,0.909692,18.6,1.0,738,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,Glaesserella parasuis,0.9096916299559471,0.28662304224196317,0.315077145709083,0.02
33,NR_043657.1,1,1553,112,1520,97.8751,101.844,18.5,11.8,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,101.84417256922086,22.750901848936874,0.22338933367516606,1.79
