index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024841.1,1,1460,1,1444,98.9041,0.989041,44.7,1.0,888807,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.989041095890411,0.10410958904109592,0.10526315789473686,0.01
1,NR_025230.1,1,1411,2,1398,99.0787,1.96527,37.1,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.965272856130404,0.22792063775752736,0.11597404250842809,0.02
2,NR_025514.1,1,1518,21,1507,99.2754,20.2622,36.9,40.3,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,20.262187088274043,3.402863393469659,0.16794156418775416,0.26
3,NR_025518.1,1,1494,3,1454,97.3226,2.87617,39.3,53.7,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,2.8761713520749663,0.5427455737148512,0.18870418597393246,0.04
4,NR_025525.1,1,1475,27,1448,98.1695,26.0881,38.6,54.1,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,26.08813559322034,4.280388258398003,0.16407413412518332,0.33
5,NR_025567.1,1,1498,13,1452,96.9292,12.4626,38.8,12.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,12.462616822429906,2.303768107114775,0.1848542838104844,0.16
6,NR_025863.1,1,1411,1,1375,97.4486,0.974486,41.6,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.9744861800141743,0.15767962764909144,0.16180796699117675,0.01
7,NR_025981.1,1,1477,2,1425,96.4794,1.86459,34.9,6.5,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.8645903859174002,0.43299751710553197,0.23222125372725877,0.02
8,NR_026100.1,1,1499,55,1447,96.531,52.519,39.2,2.35,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,52.51901267511674,10.125042374292914,0.1927881324983497,0.67
9,NR_026331.1,1,1488,3,1464,98.3871,2.9422,40.9,7.33,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,2.942204301075269,0.38888243680953244,0.13217383873288813,0.04
10,NR_026409.1,1,1495,1,1460,97.6589,0.976589,38.4,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9765886287625418,0.15120608100946173,0.15483088432133238,0.01
11,NR_026493.1,1,1488,12,1459,98.0511,11.5974,36.4,2.42,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,11.59744623655914,1.8443954439222314,0.1590346190274254,0.15
12,NR_027549.1,1,1473,4,1457,98.9138,3.95248,42.8,2.5,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,3.9524779361846574,0.4190584081548767,0.10602422452973778,0.05
13,NR_027558.1,1,1365,2,1361,99.707,1.99048,40.7,60.0,169435,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,1.9904761904761905,0.12366855880444953,0.06213013719840766,0.02
14,NR_028682.1,1,1538,2,1469,95.5137,1.90052,39.8,49.5,137732,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,1.9005201560468141,0.42345073228849,0.22280780918908574,0.02
15,NR_028686.1,1,1522,9,1464,96.1892,8.62549,39.9,60.0,67826,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sedlakii,8.625492772667542,1.7283541882419429,0.20037744321330267,0.11
16,NR_028862.1,1,1537,39,1534,99.8048,37.7131,37.7,59.9,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,37.71307742355238,6.260162441627821,0.16599447378214371,0.48
