index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,2,1413,97.4483,1.8669,17.8,4.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1.8668965517241378,0.4079477945663591,0.218516550469605,0.03
1,NR_024841.1,1,1460,2,1445,98.9726,1.89589,19.3,3.5,888807,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,1.895890410958904,0.3373703124406024,0.17794821393182061,0.03
2,NR_025230.1,1,1411,6,1407,99.7165,5.64281,17.1,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,5.642806520198441,0.8393133124250596,0.1487404023903239,0.09
3,NR_025514.1,1,1518,365,1515,99.8024,341.991,18.6,33.9,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,341.99077733860344,57.901908504700074,0.16930839175049353,5.64
4,NR_025518.1,1,1494,627,1464,97.992,576.66,18.5,40.2,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,576.6599732262383,125.9737368412996,0.2184541024002665,9.68
5,NR_025567.1,1,1498,3,1450,96.7957,2.82109,19.4,12.7,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.82109479305741,0.5937218292322889,0.21045795082583263,0.05
6,NR_025569.1,1,1494,1,1344,89.9598,0.899598,15.3,1.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.8995983935742972,0.30053472986135876,0.3340765523905283,0.02
7,NR_025796.1,1,1435,2,1319,91.9164,1.5108,17.7,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.510801393728223,0.6415261520476999,0.4246263967658899,0.03
8,NR_025862.1,1,1406,1,1316,93.5989,0.935989,16.9,60.0,46124,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,0.9359886201991465,0.24477320739174854,0.26151301640790153,0.02
9,NR_025863.1,1,1411,2,1390,98.5117,1.9185,17.6,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.9184975194897236,0.32345934751950534,0.1686003470077658,0.03
