index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025127.1,1,1453,1,1315,90.5024,0.905024,13.0,1.0,140626,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis,0.9050240880935995,0.2931816639286131,0.32394901725344094,0.02
1,NR_025230.1,1,1411,29,1411,100.0,27.5918,19.6,1.72,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,27.59177888022679,3.3202410228841965,0.12033443140063704,0.51
2,NR_025514.1,1,1518,636,1508,99.3412,596.908,19.4,32.8,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,596.9077733860343,101.43028878846553,0.16992623200915863,11.25
3,NR_025567.1,1,1498,22,1455,97.1295,20.7236,19.6,7.05,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,20.72363150867824,3.835884205749053,0.18509710540562044,0.39
4,NR_025796.1,1,1435,3,1392,97.0035,2.72265,18.5,9.67,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.7226480836236933,0.6769546159921234,0.24863830917550475,0.05
5,NR_025981.1,1,1477,1,1268,85.8497,0.858497,18.0,0.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.8584969532836831,0.3485397172293522,0.4059882983815088,0.02
6,NR_026100.1,1,1499,3,1445,96.3976,2.80587,19.0,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,2.805870580386925,0.6180023008244241,0.2202533164374255,0.05
7,NR_026409.1,1,1495,1,1403,93.8462,0.938462,18.3,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9384615384615385,0.24031537464328145,0.25607375986579173,0.02
8,NR_027557.1,1,1482,1,1263,85.2227,0.852227,14.0,1.0,536231,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis,0.8522267206477733,0.3548751009323087,0.416409263326747,0.02
9,NR_028726.1,1,1502,2,1441,95.9387,1.82623,15.8,1.0,94868,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,1.8262316910785619,0.4741285870151327,0.25962126784423234,0.04
10,NR_029097.1,1,1374,187,1328,96.6521,171.09,19.5,1.94,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,171.08951965065503,38.86287606649005,0.2271493668685466,3.31
