index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024829.1,1,1447,1,1353,93.5038,0.935038,32.5,1.0,253314,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio straminisolvens,0.93503800967519,0.24645877979461464,0.2635815627219567,0.01
1,NR_025230.1,1,1411,3,1400,99.2204,2.61021,34.8,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.61020552799433,0.5682436169627598,0.217700717766618,0.04
2,NR_025514.1,1,1518,313,1508,99.3412,296.298,32.4,33.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,296.2977602108037,50.01929411916619,0.16881428358951994,4.04
3,NR_025525.1,1,1475,2,1441,97.6949,1.94102,39.2,60.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,1.9410169491525424,0.3187565614625618,0.1642214209421162,0.03
4,NR_025567.1,1,1498,33,1461,97.53,31.4426,35.9,12.1,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,31.442590120160215,5.753478239235395,0.18298359700164799,0.43
5,NR_025796.1,1,1435,1,1324,92.2648,0.922648,33.1,6.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9226480836236933,0.2671490172342385,0.2895459514585591,0.01
6,NR_025863.1,1,1411,1,1348,95.5351,0.955351,32.0,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.9553508150248051,0.2065324072784813,0.21618488625366253,0.01
7,NR_025981.1,1,1477,1,1416,95.87,0.9587,33.8,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9587000677048071,0.19898303417026675,0.20755504341065253,0.01
8,NR_026100.1,1,1499,46,1449,96.6644,43.7865,37.4,1.7,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,43.78652434956638,8.458574950193025,0.19317758319122652,0.59
9,NR_026312.1,1,1482,1,1365,92.1053,0.921053,37.5,1.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.9210526315789473,0.26965659910420026,0.2927700218845603,0.01
10,NR_026314.1,1,1458,1,1341,91.9753,0.919753,11.2,1.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.9197530864197531,0.271675075119324,0.29537826959282204,0.01
11,NR_026332.1,1,1487,1,1459,98.117,0.98117,43.6,60.0,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.9811701412239409,0.13592385807698654,0.13853240367407743,0.01
