index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,1,1336,92.1379,0.921379,15.5,1.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0.9213793103448276,0.26914582815513916,0.292111864389934,0.01
1,NR_025230.1,1,1411,6,1398,99.0787,5.6988,18.4,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,5.698795180722891,0.8889382225875215,0.15598704540119301,0.08
2,NR_025514.1,1,1518,454,1506,99.2095,424.131,18.6,30.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,424.131093544137,72.28277125301906,0.17042554142637267,5.9
3,NR_025518.1,1,1494,1511,1464,97.992,1394.05,18.6,39.6,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1394.0528781793842,303.6152897860218,0.21779323764428477,19.62
4,NR_025525.1,1,1475,1,1409,95.5254,0.955254,20.4,1.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9552542372881356,0.20674520413106978,0.21642950751833068,0.01
5,NR_025567.1,1,1498,5,1454,97.0628,4.69159,19.3,5.4,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,4.691588785046729,0.943502132567774,0.2011050362246052,0.06
6,NR_025569.1,1,1494,1,1390,93.0388,0.930388,14.2,4.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.9303882195448461,0.25449161180089397,0.27353271081333497,0.01
7,NR_025796.1,1,1435,1,1266,88.223,0.88223,16.3,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.8822299651567944,0.32233562281609074,0.3653646277575752,0.01
8,NR_025863.1,1,1411,1,1327,94.0468,0.940468,19.0,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.9404677533664068,0.23661816972571886,0.25159626034889926,0.01
9,NR_025904.1,1,1536,1,1379,89.7786,0.897786,15.2,3.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,0.8977864583333334,0.30292892494217827,0.3374175697688077,0.01
10,NR_025981.1,1,1477,2,1435,97.1564,1.89777,20.4,7.5,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.8977657413676372,0.3855573276556278,0.20316381482246243,0.03
