index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,32,1411,100.0,29.9029,18.3,2.09,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,29.902905740609498,3.725493806325086,0.12458634751557596,0.24
1,NR_025514.1,1,1518,851,1508,99.3412,794.945,18.9,36.0,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,794.9453227931489,135.7027928914705,0.17070707758196527,6.42
2,NR_025518.1,1,1494,5327,1465,98.0589,4897.84,18.8,39.7,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,4897.840696117804,1067.4623005565843,0.21794549206197975,40.19
3,NR_025567.1,1,1498,3,1459,97.3965,2.82977,19.7,7.0,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.82977303070761,0.5598923001232268,0.19785767057905018,0.02
4,NR_025569.1,1,1494,1,1358,90.8969,0.908969,18.9,8.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.9089692101740294,0.2876528900074355,0.3164605432040564,0.01
5,NR_025796.1,1,1435,2,1333,92.892,1.78955,19.2,3.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.789547038327526,0.5552682156772578,0.3102842248819568,0.02
6,NR_025981.1,1,1477,2,1351,91.4692,1.51049,15.5,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.5104942450914014,0.6484643279040474,0.42930605661778487,0.02
7,NR_026075.1,1,1468,50,1423,96.9346,40.9877,18.0,5.62,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,40.98773841961853,14.14135959830331,0.3450143907314153,0.38
8,NR_026100.1,1,1499,1,1426,95.1301,0.951301,20.7,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.9513008672448299,0.2152383033385667,0.22625681395828295,0.01
9,NR_026331.1,1,1488,36,1475,99.1263,34.213,19.0,4.47,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,34.2130376344086,4.571377397504125,0.13361506938824447,0.27
10,NR_026476.1,1,1463,60,1450,99.1114,52.8947,17.3,3.48,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,52.89473684210526,11.070327272263766,0.20928976932637966,0.45
